Cup #,Dead,Crisper setup,L2,Time_in_treatment_L2,Days_1_L2,Time_to_20deg_L2,L3,Time_in_treatment_L3,Days_1_L3,Time_to_20deg_L3,L4,Time_in_treatment_L4,Days_1_L4,Time_to_20deg_L4,L5,Time_in_treatment_L5,Days_2_L5,Time_to_20deg_L5,L5.5,Time_in_treatment_L5.5,Days_2_L5.5,Time_to_20deg_L5.5,L6,Time_in_treatment_L6,Days_3_L6,Time_to_20deg_L6,L6.5,Time_in_treatment_L6.5,Days_3_L6.5,Time_to_20deg_L6.5,Pupa,Sex
9,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,F
10,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,18-02-2018,M
11,31-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
12,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,16-02-2018,M
13,30-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
14,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,10-02-2018,11:00,12-02-2018,09:00,,,,,15-02-2018,10:00,2018-0-18,09:00,,,,,24-02-2018,F
15,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,13-02-2018,M
16,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,19-02-2018,F
17,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,17-02-2018,F
18,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
19,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,22-02-2018,F
20,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,F
21,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,18-02-2018,F
22,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,07-02-2018,13:00,10-02-2018,09:00,,,,,12-02-2018,M
23,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,07-02-2018,13:00,10-02-2018,09:00,,,,,13-02-2018,M
24,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,07-02-2018,09:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,15-02-2018,F
25,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,06-02-2018,11:00,07-02-2018,09:00,11-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,10:00,18-02-2018,09:00,,,,,27-02-2018,F
26,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,16-02-2018,F
27,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,21-02-2018,F
28,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,20-02-2018,M
29,30-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
30,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,18-02-2018,F
31,31-01-18,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,21-02-2018,F
33,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,14-02-2018,M
34,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
35,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,14-02-2018,M
36,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,24-02-2018,F
37,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,09-02-2018,14:00,12-02-2018,09:00,,,,,15-02-2018,M
38,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,15-02-2018,M
39,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,07-02-2018,13:00,08-02-2018,08:00,11-02-2018,11:00,13-02-2018,09:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,20-02-2018,F
40,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,04-02-2018,11:00,06-02-2018,09:00,,,,,06-02-2018,11:00,09-02-2018,09:00,,,,,13-02-2018,M
41,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,29-01-2018,10:00,30-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,19-02-2018,F
42,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,01-02-2018,10:00,02-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,M
43,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,F
44,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,12-02-2018,10:00,15-02-2018,09:00,,,,,18-02-2018,M
45,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,02-02-2018,11:00,03-02-2018,09:00,06-02-2018,11:00,08-02-2018,08:00,,,,,08-02-2018,10:00,11-02-2018,10:00,,,,,15-02-2018,F
46,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,08-02-2018,10:00,10-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,19-02-2018,F
47,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,17-02-2018,F
48,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,30-01-2018,15:00,31-01-2018,09:00,03-02-2018,11:00,04-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,11-02-2018,11:00,14-02-2018,08:00,,,,,19-02-2018,F
49,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,04-02-2018,11:00,05-02-2018,09:00,07-02-2018,13:00,09-02-2018,09:00,,,,,10-02-2018,11:00,13-02-2018,09:00,,,,,16-02-2018,M
50,,20-01-2018,25-01-2018,11:00,26-01-2018,09:00,31-01-2018,11:00,01-02-2018,09:00,05-02-2018,11:00,06-02-2018,09:00,09-02-2018,14:00,11-02-2018,10:00,,,,,13-02-2018,10:00,16-02-2018,09:00,,,,,23-02-2018,F
