Cup #,Dead,Crisper setup,L2,Time_in_treatment_L2,Days_1_L2,Time_to_20deg_L2,L3,Time_in_treatment_L3,Days_1_L3,Time_to_20deg_L3,L4,Time_in_treatment_L4,Days_1_L4,Time_to_20deg_L4,L5,Time_in_treatment_L5,Days_2_L5,Time_to_20deg_L5,L5.5,Time_in_treatment_L5.5,Days_2_L5.5,Time_to_20deg_L5.5,L6,Time_in_treatment_L6,Days_3_L6,Time_to_20deg_L6,L6.5,Time_in_treatment_L6.5,Days_3_L6.5,Time_to_20deg_L6.5,Pupa,Sex
1,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,04-04-2018,F
3,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,25-03-2018,12:00,26-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,09-04-2018,M
6,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,05-04-2018,F
7,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,30-03-2018,10:00,31-03-2018,09:00,08-04-2018,11:00,10-04-2018,09:00,,,,,16-04-2018,10:00,19-04-2018,09:00,,,,,23-04-2018,M
8,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,04-04-2018,F
9,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,06-04-2018,M
10,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,07-04-2018,M
11,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,03-04-2018,M
12,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,05-04-2018,M
13,04-04-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,,
14,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,21-03-2018,16:00,22-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,04-04-2018,10:00,07-04-2018,09:00,,,,,10-04-2018,F
15,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,25-03-2018,12:00,28-03-2018,09:00,,,,,02-04-2018,M
16,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,03-04-2018,F
17,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,15-03-2018,11:00,16-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,25-03-2018,12:00,28-03-2018,09:00,,,,,01-04-2018,F
18,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,06-04-2018,F
19,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,27-03-2018,10:00,30-03-2018,10:00,01-04-2018,11:00,,,,,02-04-2018,10:00,05-02-2018,10:00,,,,,11-04-2018,F
21,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,03-04-2018,F
22,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,07-04-2018,F
23,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,02-04-2018,F
24,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,02-04-2018,M
25,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,24-03-2018,11:00,25-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,07-04-2018,M
26,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,02-04-2018,M
27,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,06-04-2018,F
28,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,04-04-2018,F
29,16-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,23-03-2018,12:00,24-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,02-04-2018,10:00,05-02-2018,10:00,,,,,10-04-2018,F
31,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,24-03-2018,11:00,26-03-2018,09:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,04-04-2018,M
33,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,06-04-2018,F
34,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,06-04-2018,F
35,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,24-03-2018,11:00,26-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,03-04-2018,F
36,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,22-03-2018,11:00,23-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,02-04-2018,M
37,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,05-04-2018,F
38,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,02-04-2018,10:00,05-02-2018,10:00,,,,,15-04-2018,F
39,25-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,,,,,,,,,,,,,,,,,,
40,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,25-03-2018,12:00,28-03-2018,09:00,,,,,04-01-2018,F
41,25-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,22-03-2018,11:00,23-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,04-04-2018,F
43,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,07-04-2018,M
44,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,24-03-2018,11:00,27-03-2018,10:00,,,,,02-04-2018,M
45,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,22-03-2018,11:00,23-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,05-04-2018,F
46,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,24-03-2018,11:00,25-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,31-03-2018,11:00,02-04-2018,09:00,04-04-2018,10:00,07-04-2018,09:00,,,,,12-04-2018,F
47,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,02-04-2018,F
48,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,31-03-2018,11:00,03-04-2018,09:00,,,,,08-04-2018,F
49,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,23-03-2018,12:00,24-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,04-04-2018,M
50,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,24-03-2018,11:00,25-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,03-04-2018,11:00,06-04-2018,09:00,,,,,11-04-2018,F
51,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,01-04-2018,13:00,04-04-2018,09:00,,,,,07-04-2018,M
52,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,15-03-2018,11:00,16-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,03-04-2018,M
53,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,24-03-2018,11:00,26-03-2018,09:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,07-04-2018,F
54,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,06-04-2018,F
55,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,22-03-2018,11:00,23-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,07-04-2018,M
57,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,24-03-2018,11:00,25-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,02-04-2018,10:00,05-02-2018,10:00,,,,,09-04-2018,F
58,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,24-03-2018,11:00,25-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,01-04-2018,13:00,04-04-2018,09:00,,,,,08-04-2018,M
59,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,04-04-2018,F
60,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,31-03-2018,11:00,02-04-2018,09:00,02-04-2018,10:00,05-02-2018,10:00,,,,,08-04-2018,F
61,11-04-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,22-03-2018,11:00,23-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,,,,,,,,,,
62,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,23-03-2018,12:00,24-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,04-04-2018,M
63,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,05-04-2018,F
64,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,24-03-2018,11:00,26-03-2018,09:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,02-04-2018,M
65,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,07-04-2018,M
66,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,25-03-2018,12:00,28-03-2018,09:00,,,,,31-03-2018,M
67,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,08-04-2018,F
68,25-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,,,,,,,,,,,,,,,,,,
69,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,15-03-2018,11:00,16-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,03-04-2018,F
70,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,01-04-2018,13:00,04-04-2018,09:00,,,,,08-04-2018,F
71,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,15-03-2018,11:00,16-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,31-03-2018,M
72,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,05-04-2018,F
73,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,06-04-2018,F
74,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,23-03-2018,12:00,24-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,04-04-2018,M
75,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,07-04-2018,F
76,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,07-04-2018,F
77,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,23-03-2018,12:00,25-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,03-04-2018,F
78,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,05-04-2018,M
79,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,25-03-2018,12:00,28-03-2018,09:00,,,,,01-04-2018,M
80,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,05-04-2018,M
81,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,05-04-2018,F
82,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,07-04-2018,M
83,28-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,,,,,,,,,,,,,,,,,,,,,,
84,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,08-04-2018,F
85,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,25-03-2018,12:00,26-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,,,,,02-04-2018,10:00,05-02-2018,10:00,,,,,15-04-2018,F
86,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,21-03-2018,16:00,22-03-2018,09:00,24-03-2018,11:00,26-03-2018,09:00,,,,,27-03-2018,11:00,30-03-2018,09:00,,,,,01-04-2018,M
87,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,24-03-2018,11:00,25-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,01-04-2018,13:00,04-04-2018,09:00,,,,,08-04-2018,F
88,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,02-04-2018,M
89,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,22-03-2018,11:00,23-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,03-04-2018,M
90,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,30-03-2018,10:00,02-04-2018,09:00,,,,,07-04-2018,F
91,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,25-03-2018,12:00,27-03-2018,10:00,27-03-2018,11:00,29-03-2018,09:00,01-04-2018,13:00,04-04-2018,09:00,,,,,09-04-2018,F
92,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,22-03-2018,11:00,23-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,05-04-2018,M
93,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,24-03-2018,11:00,25-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,29-03-2018,11:00,01-04-2018,11:00,,,,,06-04-2018,F
95,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,24-03-2018,11:00,25-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,04-04-2018,10:00,07-04-2018,09:00,,,,,11-04-2018,F
96,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,16-03-2018,12:00,17-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,25-03-2018,12:00,28-03-2018,09:00,,,,,01-04-2018,M
98,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,04-04-2018,M
99,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,01-04-2018,13:00,04-04-2018,09:00,,,,,06-04-2018,M
100,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,21-03-2018,16:00,22-03-2018,09:00,26-03-2018,12:00,28-03-2018,09:00,,,,,28-03-2018,13:00,31-03-2018,09:00,,,,,03-04-2018,M
101,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,19-03-2018,11:00,20-03-2018,09:00,24-03-2018,11:00,25-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,01-04-2018,13:00,04-04-2018,09:00,,,,,08-04-2018,F
102,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,20-03-2018,11:00,21-03-2018,09:00,22-03-2018,11:00,24-03-2018,09:00,,,,,26-03-2018,12:00,29-03-2018,09:00,,,,,01-04-2018,M
103,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,17-03-2018,12:00,18-03-2018,09:00,23-03-2018,12:00,24-03-2018,09:00,28-03-2018,13:00,30-03-2018,09:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,07-04-2018,F
104,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,24-03-2018,11:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,01-04-2018,13:00,03-04-2018,09:00,,,,,08-04-2018,M
105,,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,18-03-2018,11:00,19-03-2018,10:00,23-03-2018,12:00,24-03-2018,09:00,27-03-2018,11:00,29-03-2018,09:00,,,,,31-03-2018,11:00,03-04-2018,09:00,,,,,08-04-2018,F
106,14-03-2018,05-03-2018,11-03-2018,11:00,12-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
